,RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,Exited,Salario
7207,7208,15570990,Begley,520.0,Spain,Female,0,4,145222.99,2,0,0,0,147305.0
7208,7209,15596165,Degtyarev,547.0,Germany,Male,25,4,98141.57,2,1,1,0,202093.0
7209,7210,15788131,Atkins,653.0,France,Male,47,6,,1,1,0,1,257093.0
7210,7211,15800773,Ikenna,648.0,Spain,Female,28,9,102282.61,1,1,1,0,182024.0
7211,7212,15690153,Sun,639.0,France,Female,37,4,116121.84,2,0,1,0,306617.0
7212,7213,15638989,Lettiere,711.0,France,Female,25,5,190066.54,1,0,0,1,192576.0
7213,7214,15623210,Smith,,Germany,Female,55,8,149349.58,3,0,0,1,155085.0
7214,7215,15652658,Finch,721.0,France,Male,36,1,155176.83,2,1,1,0,250128.0
7215,7216,15684440,Monaldo,548.0,Germany,Male,32,2,98986.28,1,1,1,0,293840.0
7216,7217,15730287,Ugonna,679.0,France,Male,41,8,147726.98,3,1,0,1,335928.0
7217,7218,15720353,Chiang,,France,Male,41,1,,2,1,0,0,157395.0
7218,7219,15767231,Sun,757.0,France,Male,36,7,144852.06,1,0,0,0,331967.0
7219,7220,15761554,Blackburn,581.0,France,Male,54,4,89299.81,1,0,0,1,260749.0
7220,7221,15706637,Chang,718.0,Spain,Male,40,9,,2,0,0,0,214376.0
7221,7222,15690492,Palermo,625.0,France,Male,41,6,97663.16,2,1,0,0,289244.0
7222,7223,15694237,McEwan,744.0,Spain,Male,0,4,95161.75,1,1,0,0,328039.0
7223,7224,15729771,Davide,799.0,Germany,Male,0,9,154586.92,1,0,1,1,153526.0
7224,7225,15609823,Chieloka,,Spain,Female,34,8,127095.14,2,0,0,0,225307.0
7225,7226,15793366,Humphreys,,Germany,Male,35,7,92526.15,2,1,1,0,218766.0
7226,7227,15614813,Cocci,777.0,Germany,Female,46,0,107362.8,1,1,0,0,286091.0
7227,7228,15566495,Hanson,704.0,Spain,Female,24,2,,1,1,0,1,334057.0
7228,7229,15707602,Macleod,539.0,France,Female,47,2,127286.04,2,1,1,1,254312.0
7229,7230,15635244,Ritchie,716.0,France,Female,0,6,,2,1,1,0,233286.0
7230,7231,15805627,Nebechukwu,670.0,France,Male,37,2,,2,1,1,0,275703.0
7231,7232,15607986,Nnamutaezinwa,555.0,France,Male,40,10,139930.18,1,1,1,0,236605.0
7232,7233,15799785,Ikemefuna,,Germany,Female,30,4,77949.69,1,1,1,0,125318.0
7233,7234,15699963,Scott,571.0,France,Male,38,1,121405.04,1,1,1,0,279825.0
7234,7235,15624595,Chiang,512.0,Spain,Female,35,5,124580.69,1,1,1,0,306777.0
7235,7236,15629750,Artyomova,697.0,France,Male,35,5,133087.76,1,1,0,0,311839.0
7236,7237,15651460,Hsieh,424.0,Spain,Male,34,7,,1,1,1,0,183608.0
7237,7238,15753550,Levien,684.0,France,Female,0,7,,2,1,0,0,285008.0
7238,7239,15594133,Erskine,,Spain,Male,62,7,,1,1,0,1,338240.0
7239,7240,15772329,Fiorentino,580.0,Germany,Male,45,8,103741.14,1,1,0,1,395627.0
7240,7241,15591552,Okonkwo,600.0,France,Female,32,7,98877.95,1,1,0,0,277634.0
7241,7242,15750921,Monds,521.0,France,Male,37,5,105843.26,2,1,1,0,306673.0
7242,7243,15701687,Campbell,664.0,Spain,Male,44,7,77526.66,3,0,0,1,193004.0
7243,7244,15728906,Ibekwe,634.0,France,Male,77,5,,2,1,1,0,185483.0
7244,7245,15670029,Marcelo,445.0,France,Female,33,7,,2,1,0,0,306872.0
7245,7246,15763579,Castro,702.0,Germany,Female,36,2,105264.88,2,1,1,0,133006.0
7246,7247,15728010,Capon,485.0,France,Male,37,5,,2,0,1,0,259024.0
7247,7248,15663194,Voronova,582.0,Germany,Female,0,3,110150.43,1,1,1,1,332365.0
7248,7249,15736510,Loggia,605.0,Spain,Female,57,2,,3,1,0,1,291071.0
7249,7250,15745804,Law,628.0,France,Male,0,7,,2,1,1,0,290697.0
7250,7251,15631451,Grant,604.0,Spain,Female,28,6,,2,1,1,0,247245.0
7251,7252,15746995,Greco,724.0,Germany,Male,31,9,138166.3,1,1,0,0,226517.0
7252,7253,15730673,Dietz,,Germany,Male,40,7,122265.24,1,1,0,0,374012.0
7253,7254,15734649,Martel,779.0,Spain,Female,55,0,133295.98,1,1,0,1,321038.0
7254,7255,15701081,Jarvis,785.0,France,Male,36,2,,1,0,1,0,298759.0
7255,7256,15632503,Meng,563.0,France,Female,32,0,148326.09,1,1,0,1,251692.0
7256,7257,15585928,Hay,821.0,Germany,Female,31,2,68927.57,1,1,1,0,216497.0
7257,7258,15648681,Voronoff,,France,Female,47,5,139914.6,4,0,1,1,312181.0
7258,7259,15747757,Trevascus,600.0,Germany,Female,0,8,118723.11,1,0,0,1,232441.0
7259,7260,15718921,Ho,625.0,Spain,Male,32,7,106957.28,1,1,1,0,254617.0
7260,7261,15571081,Hansen,773.0,France,Female,41,7,190238.93,1,1,1,0,285499.0
7261,7262,15734578,Craig,726.0,France,Female,53,1,113537.73,1,0,1,0,262137.0
7262,7263,15579583,Hall,641.0,Spain,Female,40,4,101090.27,1,1,1,0,2000000.0
7263,7264,15622729,Sun,649.0,France,Female,46,2,,2,1,1,0,174179.0
7264,7265,15662189,Durant,434.0,Spain,Male,33,3,,1,1,1,0,253963.0
7265,7266,15692718,Jackson,738.0,France,Female,38,7,,2,0,0,0,373051.0
7266,7267,15762716,Chigozie,762.0,Spain,Female,60,10,168920.75,1,1,0,1,301680.0
7267,7268,15724851,Farmer,507.0,Germany,Male,0,9,111589.67,1,1,0,0,238758.0
7268,7269,15587266,Douglas,606.0,Germany,Female,27,6,172310.33,1,0,1,0,296031.0
7269,7270,15675926,Ardis,655.0,Germany,Male,34,7,118028.35,1,1,0,1,247345.0
7270,7271,15706268,Smith,697.0,Germany,Male,51,1,147910.3,1,1,1,0,334422.0
7271,7272,15581871,Butler,504.0,Germany,Male,42,7,131287.36,2,1,1,0,297321.0
7272,7273,15666166,Pettry,653.0,France,Female,74,0,121276.32,1,1,1,0,200256.0
7273,7274,15671582,John,660.0,Spain,Male,38,6,109869.32,1,1,1,0,263799.0
7274,7275,15680901,Potter,652.0,France,Female,0,6,97435.85,2,1,1,0,274166.0
7275,7276,15642336,Shaw,669.0,France,Female,42,9,,2,0,0,0,277011.0
7276,7277,15653147,Boyle,594.0,France,Male,0,2,133853.27,1,1,1,0,268422.0
7277,7278,15571284,Elmore,756.0,Germany,Male,0,0,109528.16,2,1,1,0,282569.0
7278,7279,15591360,Udinesi,642.0,France,Female,33,4,84607.34,2,0,1,0,274189.0
7279,7280,15810485,Sun,486.0,Germany,Male,37,1,101438.0,1,0,0,0,208614.0
7280,7281,15611973,Tuan,804.0,France,Male,55,7,,2,1,1,0,223838.0
7281,7282,15735572,Lawrence,,France,Male,59,9,113657.83,1,1,1,1,235473.0
7282,7283,15567860,Burrows,581.0,Spain,Female,0,7,189318.16,2,1,0,1,255584.0
7283,7284,15795690,Shao,667.0,France,Male,31,3,99513.91,1,1,1,0,235661.0
7284,7285,15706464,White,667.0,Spain,Male,35,4,97585.32,2,0,0,0,313517.0
7285,7286,15725028,Chialuka,679.0,France,Male,29,3,,2,1,1,0,194873.0
7286,7287,15751167,Toscano,680.0,France,Female,43,4,,2,1,1,0,150331.0
7287,7288,15633944,McKay,644.0,Spain,Male,32,3,136659.74,1,1,1,0,363204.0
7288,7289,15672637,Voronkov,571.0,France,Female,30,4,85755.86,1,1,0,0,203075.0
7289,7290,15680895,Sal,627.0,Spain,Female,35,7,,1,1,0,0,313373.0
7290,7291,15793825,Ikechukwu,536.0,France,Male,39,4,,2,1,0,0,285091.0
7291,7292,15611318,Kruglova,599.0,Spain,Male,33,4,51690.89,1,1,0,1,205102.0
7292,7293,15768474,Clements,744.0,Spain,Male,34,3,,2,1,0,0,242443.0
7293,7294,15716276,Kennedy,709.0,France,Female,34,2,111669.68,1,1,0,0,233875.0
7294,7295,15623668,Johnson,653.0,Germany,Male,31,2,154741.45,2,0,0,0,270586.0
7295,7296,15696361,Chung,648.0,Germany,Male,31,7,125681.51,1,0,1,0,205955.0
7296,7297,15607988,Garland,663.0,Germany,Female,37,8,155303.71,1,1,0,0,239939.0
7297,7298,15637891,Docherty,613.0,Germany,Female,43,4,140681.68,1,0,1,0,247948.0
7298,7299,15789865,Nnaife,620.0,France,Male,28,9,71902.52,1,0,1,0,313456.0
7299,7300,15627190,Lettiere,661.0,France,Male,51,6,146606.6,1,1,1,0,2000000.0
7300,7301,15788224,Sanderson,669.0,Germany,Male,45,1,123949.75,1,0,0,0,193980.0
7301,7302,15702149,Fomin,767.0,Germany,Female,33,1,144753.21,1,1,1,0,218763.0
7302,7303,15708236,Wright,491.0,France,Female,72,6,91285.22,1,1,1,0,271198.0
7303,7304,15568469,Buckley,,France,Male,43,0,,2,1,0,0,148205.0
7304,7305,15764444,Pan,679.0,Germany,Male,58,8,125850.53,2,1,1,0,318948.0
7305,7306,15794204,Manna,687.0,France,Male,28,7,108116.66,1,1,1,0,251220.0
7306,7307,15807546,Chinwendu,837.0,France,Female,38,2,,2,1,1,0,275005.0
7307,7308,15782159,Ndubuagha,850.0,France,Male,28,8,67639.56,2,1,1,0,262696.0
7308,7309,15618703,White,663.0,Spain,Female,53,6,150200.23,1,0,1,1,211710.0
7309,7310,15793317,Hale,547.0,Spain,Female,0,7,141287.15,1,1,0,0,187852.0
7310,7311,15740487,Ross,627.0,France,Female,0,6,,3,1,1,1,209805.0
7311,7312,15722479,Ikenna,707.0,France,Male,37,1,,2,0,1,0,163478.0
7312,7313,15688264,Nkemdilim,629.0,France,Female,43,0,,2,1,1,0,270118.0
7313,7314,15583067,McMillan,687.0,France,Female,36,4,97157.96,1,0,1,0,2000000.0
7314,7315,15686670,Duke,588.0,France,Female,36,2,,2,1,0,1,161851.0
7315,7316,15593345,Bradbury,502.0,Germany,Female,0,6,125241.17,2,1,1,0,214635.0
7316,7317,15811690,Bayley,,Germany,Male,54,2,128966.13,1,0,0,1,287595.0
7317,7318,15734008,Bartlett,727.0,Germany,Male,59,5,152581.06,1,1,0,1,324453.0
7318,7319,15771856,Cremin,632.0,Spain,Female,32,1,,2,1,0,0,176253.0
7319,7320,15762045,Gilchrist,474.0,Germany,Female,37,5,142688.57,2,1,1,0,374393.0
7320,7321,15778142,Shih,850.0,Germany,Female,31,1,130089.56,2,1,1,0,194914.0
7321,7322,15689268,Fitzpatrick,584.0,France,Male,0,9,,1,1,1,0,152048.0
7322,7323,15721507,Pagan,713.0,France,Female,32,1,117094.02,1,0,0,1,351162.0
7323,7324,15750476,Hendrick,742.0,Spain,Male,24,8,,2,1,0,0,190231.0
7324,7325,15810723,Sanderson,607.0,France,Female,39,10,,3,1,0,1,337727.0
7325,7326,15787229,Samsonova,761.0,Spain,Female,34,2,,2,1,0,0,211852.0
7326,7327,15570508,Azubuike,600.0,France,Male,49,7,90218.9,1,1,0,0,233234.0
7327,7328,15617065,Pan,650.0,Spain,Male,42,4,194532.66,1,1,0,1,175033.0
7328,7329,15689786,Massie,850.0,Germany,Male,56,1,169743.83,1,0,0,1,2000000.0
7329,7330,15648876,Sandover,501.0,France,Female,34,5,,1,1,0,0,315656.0
7330,7331,15802106,Craig,418.0,France,Male,34,8,155973.88,1,1,0,0,212105.0
7331,7332,15773869,Onwudiwe,797.0,Spain,Male,59,4,129321.44,1,1,1,0,245783.0
7332,7333,15711635,Chu,788.0,Germany,Female,42,6,138650.49,2,1,0,0,288168.0
7333,7334,15795527,Zetticci,699.0,Spain,Male,43,2,136487.86,2,1,0,0,222979.0
7334,7335,15759133,Vaguine,616.0,France,Male,18,6,,2,1,1,0,328547.0
7335,7336,15679394,Owen,651.0,France,Female,41,4,38617.2,1,1,1,0,2000000.0
7336,7337,15801072,Hurst,654.0,France,Female,28,7,,2,1,0,0,220215.0
7337,7338,15646082,Harding,676.0,France,Female,0,8,82909.14,1,1,0,1,159061.0
7338,7339,15796111,Smith,708.0,Germany,Female,54,8,145151.4,1,0,1,1,175688.0
7339,7340,15670646,Moore,499.0,Spain,Female,42,0,147187.84,1,1,1,1,283938.0
7340,7341,15578722,Bradley,689.0,France,Male,39,4,,2,1,0,0,263631.0
7341,7342,15815095,Burfitt,850.0,Spain,Male,54,7,108185.81,2,0,0,1,297002.0
7342,7343,15730360,Mackenzie,502.0,France,Male,30,4,,2,1,1,0,217721.0
7343,7344,15763194,Milanesi,643.0,France,Male,34,7,,2,0,1,0,155698.0
7344,7345,15720725,Shubin,762.0,France,Male,28,2,,2,1,0,0,221547.0
7345,7346,15567834,Nieves,719.0,France,Male,49,5,105918.1,1,1,1,0,367292.0
7346,7347,15720644,Martin,789.0,France,Male,27,6,,2,1,0,0,194603.0
7347,7348,15811742,Jen,553.0,Spain,Male,42,7,,2,1,0,0,247995.0
7348,7349,15813363,Woods,448.0,Spain,Male,25,2,,2,0,0,0,111285.0
7349,7350,15717629,Docherty,632.0,Germany,Male,42,6,59972.26,2,0,1,0,2000000.0
7350,7351,15713160,Lin,669.0,Spain,Male,25,7,157228.61,2,1,0,0,226285.0
7351,7352,15568878,Cheng,654.0,Spain,Male,0,5,,2,1,0,0,269175.0
7352,7353,15809800,Korovina,726.0,France,Female,38,4,,2,0,0,0,231805.0
7353,7354,15736420,Macdonald,596.0,France,Male,21,4,210433.08,2,0,1,1,162756.0
7354,7355,15757933,Hardy,733.0,Germany,Female,30,1,102452.71,1,1,0,0,211909.0
7355,7356,15623072,Shaw,529.0,Spain,Female,0,5,,2,1,0,0,238360.0
7356,7357,15683993,Knight,493.0,France,Female,37,8,142987.46,2,1,0,0,192800.0
7357,7358,15570947,Bruny,,Spain,Female,29,7,143330.56,2,1,1,0,201157.0
7358,7359,15797767,Ikedinachukwu,600.0,France,Female,49,6,,1,0,1,1,307899.0
7359,7360,15731989,Moran,666.0,France,Male,36,4,120165.4,2,1,0,0,214153.0
7360,7361,15591035,Macleod,,Spain,Male,54,6,,1,0,1,0,275392.0
7361,7362,15586479,Yin,692.0,France,Female,36,4,,1,1,0,1,239913.0
7362,7363,15605872,Felix,707.0,France,Male,73,6,66573.17,1,1,1,0,179354.0
7363,7364,15666012,Rippey,603.0,France,Male,0,4,102833.46,2,1,1,0,230941.0
7364,7365,15641733,Mishina,671.0,France,Female,34,5,164757.56,1,1,0,0,266825.0
7365,7366,15593178,Graham,568.0,Spain,Female,36,10,153610.61,1,1,1,1,349973.0
7366,7367,15649183,Johnston,598.0,Spain,Female,35,8,,3,0,1,0,205678.0
7367,7368,15736399,Korovin,606.0,Spain,Male,42,10,,2,1,0,0,245188.0
7368,7369,15751137,Lei,850.0,Germany,Female,36,3,169025.83,1,1,0,0,302372.0
7369,7370,15757188,Chimaijem,644.0,Spain,Female,26,4,153455.72,2,1,1,0,322584.0
7370,7371,15726167,Scott,655.0,France,Male,0,4,,2,1,1,0,212771.0
7371,7372,15624850,Grant,850.0,France,Male,30,10,153972.89,2,1,0,0,241131.0
7372,7373,15717700,McIntyre,683.0,Spain,Male,34,9,114609.55,2,0,1,0,314082.0
7373,7374,15716347,Griffin,663.0,Germany,Male,37,7,143625.83,2,0,1,0,279504.0
7374,7375,15696287,Converse,682.0,Germany,Female,38,1,116520.28,1,1,1,1,309524.0
7375,7376,15638871,Ch'ang,639.0,France,Male,77,6,80926.02,2,1,1,0,317459.0
7376,7377,15765093,Coates,704.0,France,Male,23,6,166594.78,1,1,1,0,281935.0
7377,7378,15592999,Reid,691.0,France,Female,0,0,115465.98,1,1,1,0,258346.0
7378,7379,15641715,Ts'ui,599.0,France,Male,34,8,,2,1,1,0,211502.0
7379,7380,15607746,Belstead,573.0,France,Female,36,1,,1,1,1,0,236045.0
7380,7381,15625311,Dickinson,589.0,Germany,Female,41,7,92618.62,1,1,1,0,239861.0
7381,7382,15573077,Nwora,620.0,Germany,Female,25,8,141825.88,1,1,1,1,2000000.0
7382,7383,15735106,Bishop,647.0,Spain,Male,28,6,149594.02,2,1,0,0,260232.0
7383,7384,15672912,Loggia,737.0,Spain,Female,0,7,130051.66,2,0,0,1,260776.0
7384,7385,15589881,Rowe,634.0,France,Female,41,7,,2,1,1,0,192923.0
7385,7386,15660144,Balashov,660.0,France,Male,38,4,,2,0,0,0,319361.0
7386,7387,15664083,Ulyanova,666.0,Germany,Female,37,2,158468.76,1,0,1,0,205961.0
7387,7388,15690898,Bogolyubova,696.0,France,Male,44,8,161889.79,1,0,0,0,233716.0
7388,7389,15808023,Remington,836.0,France,Female,29,9,133681.78,1,1,1,0,325395.0
7389,7390,15676909,Mishin,667.0,Spain,Female,34,5,,2,1,0,0,301080.0
7390,7391,15764922,Tu,596.0,Spain,Male,20,3,187294.46,1,1,0,0,201219.0
7391,7392,15766734,Castiglione,430.0,France,Male,31,5,,1,1,0,0,188047.0
7392,7393,15795079,Nnaife,596.0,Spain,Male,67,6,,2,1,1,0,238374.0
7393,7394,15757434,Yang,599.0,France,Male,28,7,119706.22,1,0,0,0,2000000.0
7394,7395,15673747,Ayers,519.0,France,Female,22,8,,1,0,1,0,165699.0
7395,7396,15808386,Cocci,721.0,Germany,Female,45,7,138523.2,1,0,0,1,206768.0
7396,7397,15603565,Mackenzie,603.0,Spain,Female,56,5,90778.76,2,1,0,1,92049.0
7397,7398,15744044,Fiorentini,572.0,Germany,Male,0,4,99353.42,1,1,0,1,302078.0
7398,7399,15577771,Akabueze,,Germany,Female,40,1,111524.49,1,1,1,1,298459.0
7399,7400,15769548,Hyde,668.0,France,Female,37,7,128645.67,1,1,0,0,331162.0
7400,7401,15802071,Levi,762.0,Germany,Male,35,1,117458.51,1,0,1,1,270405.0
7401,7402,15677395,Nwabugwu,633.0,France,Female,39,9,129189.15,2,0,0,0,224308.0
7402,7403,15632010,Chia,647.0,Spain,Male,33,7,121260.19,2,1,0,0,2000000.0
7403,7404,15779492,Trevisano,796.0,Spain,Male,0,6,94231.13,1,0,0,1,209749.0
7404,7405,15694677,Bennetts,,France,Male,39,1,,2,1,1,0,173801.0
7405,7406,15704315,Teng,556.0,France,Male,34,8,163757.06,1,1,1,0,241623.0
7406,7407,15742009,Hsueh,489.0,Spain,Male,58,4,,2,1,1,0,273730.0
7407,7408,15766663,Mahmood,639.0,France,Male,22,4,,2,1,0,0,203394.0
7408,7409,15742297,Sinclair,715.0,France,Male,35,2,141005.47,1,1,1,0,189848.0
7409,7410,15688059,Chin,807.0,Germany,Female,42,9,105356.09,2,1,1,0,226117.0
7410,7411,15752344,She,714.0,Spain,Male,34,5,,2,1,0,0,273779.0
7411,7412,15698749,He,626.0,Germany,Female,23,6,85897.95,1,1,0,0,241727.0
7412,7413,15631693,Hill,697.0,France,Male,36,7,,2,1,1,0,401716.0
7413,7414,15604536,Vachon,850.0,Germany,Female,31,4,164672.66,1,0,1,0,242265.0
7414,7415,15802869,Ball,,Germany,Female,45,2,99169.67,2,1,1,0,293260.0
7415,7416,15635598,Hsieh,812.0,France,Male,29,6,,2,0,0,0,166772.0
7416,7417,15592326,Baker,583.0,France,Male,0,8,,2,0,1,0,283843.0
7417,7418,15736533,Monaldo,730.0,Germany,Female,37,5,124053.03,1,1,0,0,223500.0
7418,7419,15647191,Lucchesi,,France,Male,36,4,,2,1,0,0,249560.0
7419,7420,15622507,Hamilton,748.0,Germany,Female,40,3,103499.09,2,0,0,0,347099.0
7420,7421,15765487,Kuo,753.0,Germany,Female,38,9,151766.71,1,1,1,0,228681.0
7421,7422,15646521,Fan,634.0,Spain,Female,36,1,,1,1,1,0,174866.0
7422,7423,15746258,Wright,622.0,France,Male,29,7,101486.96,1,1,1,0,183832.0
7423,7424,15692430,Milano,699.0,Germany,Male,36,2,123601.56,2,1,0,0,260033.0
7424,7425,15625501,Wall,570.0,Germany,Male,38,1,127201.58,1,1,0,1,256915.0
7425,7426,15640521,Chidumaga,,Germany,Male,0,3,144962.74,1,1,0,1,254524.0
7426,7427,15790630,Olisaemeka,619.0,France,Female,48,4,,1,0,0,1,176159.0
7427,7428,15664720,Kovalyova,714.0,Spain,Male,33,8,122017.19,1,0,0,0,366627.0
7428,7429,15750055,Onio,503.0,Spain,Male,32,9,100262.88,2,1,1,0,334315.0
7429,7430,15644878,Hill,685.0,Spain,Female,43,6,117302.62,1,0,0,0,257585.0
7430,7431,15754578,Okeke,606.0,France,Female,35,0,135984.15,2,1,0,0,162609.0
7431,7432,15705379,Upjohn,,France,Male,38,3,,2,1,0,0,341213.0
7432,7433,15761047,H?,724.0,Germany,Male,31,2,160997.54,2,0,1,0,315469.0
7433,7434,15671293,Marcus,779.0,Germany,Female,37,2,128389.63,1,1,1,1,256003.0
7434,7435,15687527,Yobachukwu,638.0,Spain,Male,35,1,,2,1,0,0,319032.0
7435,7436,15647898,Russell,610.0,Spain,Female,50,5,130554.51,3,1,0,1,221662.0
7436,7437,15671534,Hovell,646.0,Germany,Female,57,6,90212.0,1,1,0,1,194865.0
7437,7438,15591248,Chukwumaobim,628.0,France,Female,29,9,71996.29,1,1,1,0,259141.0
7438,7439,15676156,Boyle,528.0,France,Female,32,4,85615.66,2,1,0,0,160791.0
7439,7440,15812918,Scott,432.0,France,Female,27,6,62339.81,2,0,0,0,186246.0
7440,7441,15604130,Johnstone,622.0,Spain,Female,47,6,142319.03,1,0,0,0,281369.0
7441,7442,15700549,Alvares,721.0,France,Male,54,5,,2,1,1,0,263892.0
7442,7443,15715519,McDavid,614.0,Spain,Male,36,5,,2,1,0,0,170630.0
7443,7444,15707042,Dellucci,634.0,France,Female,24,2,87413.19,1,1,0,0,226569.0
7444,7445,15605276,Brothers,742.0,France,Female,29,4,,2,1,1,0,173137.0
7445,7446,15630592,Sanders,516.0,France,Female,45,4,,1,1,0,1,221992.0
7446,7447,15636626,Morrison,718.0,France,Male,0,3,97560.16,1,1,1,0,215706.0
7447,7448,15740411,Molle,636.0,Germany,Male,0,8,141787.31,2,1,1,0,307154.0
7448,7449,15593834,Genovese,691.0,Spain,Male,36,7,129934.64,1,0,0,1,241073.0
7449,7450,15804235,Zetticci,,France,Female,0,2,166178.02,2,1,1,0,236100.0
7450,7451,15679801,Hsueh,712.0,Spain,Female,39,5,163097.55,2,1,1,0,227521.0
7451,7452,15673907,Alexander,659.0,France,Male,20,8,,2,0,0,0,151136.0
7452,7453,15636562,Muravyova,573.0,Spain,Male,44,8,,2,0,0,0,244417.0
7453,7454,15702571,Wright,778.0,Germany,Female,35,1,151958.19,3,1,1,1,277858.0
7454,7455,15627365,Calabresi,732.0,France,Male,46,0,,2,1,1,0,263409.0
7455,7456,15748499,Johnson,550.0,Germany,Male,33,4,118400.91,1,0,1,1,289923.0
7456,7457,15598614,Lucchesi,790.0,Spain,Male,20,8,,2,1,0,0,292722.0
7457,7458,15668889,Galgano,665.0,Germany,Female,0,2,116322.27,4,1,0,1,376503.0
7458,7459,15800049,Grigoryeva,728.0,Spain,Female,43,5,,1,1,1,0,185176.0
7459,7460,15583724,Raymond,645.0,Spain,Female,29,4,,2,1,1,0,263589.0
7460,7461,15622083,Paterson,647.0,Germany,Male,0,6,143138.91,2,1,0,0,270034.0
7461,7462,15645571,Genovese,596.0,Spain,Male,32,4,,2,0,1,0,231699.0
7462,7463,15598266,Martin,610.0,France,Male,40,9,,1,1,1,0,213715.0
7463,7464,15667934,Moretti,512.0,France,Male,36,0,129804.17,1,1,0,0,278775.0
7464,7465,15569682,Leckie,768.0,Germany,Male,37,9,108308.11,1,1,0,1,273255.0
7465,7466,15772941,Lane,666.0,Germany,Male,30,3,110153.27,1,0,1,0,189527.0
7466,7467,15586174,Brodney,700.0,Germany,Female,30,4,116377.48,1,1,1,0,146710.0
7467,7468,15803682,Angelo,651.0,Germany,Female,37,10,117791.06,2,1,1,0,221818.0
7468,7469,15627328,Millar,542.0,Spain,Female,26,2,,2,1,1,0,211361.0
7469,7470,15717065,Balashov,686.0,France,Female,0,8,105419.73,1,1,0,0,284753.0
7470,7471,15602456,Afanasyev,850.0,Germany,Female,0,4,99219.47,2,1,1,0,196952.0
7471,7472,15721569,Chialuka,658.0,Germany,Female,55,8,119327.93,1,0,1,0,239875.0
7472,7473,15573798,Yermolayev,448.0,France,Female,36,6,83947.12,2,1,0,0,151925.0
7473,7474,15638272,Tien,609.0,Spain,Male,32,4,99883.16,1,1,1,0,160863.0
7474,7475,15799859,Lucchesi,,France,Male,50,4,165438.26,1,1,0,1,205837.0
7475,7476,15599152,Lai,698.0,France,Male,31,1,156111.24,1,0,0,0,235682.0
7476,7477,15737909,Bates,,France,Male,44,2,111095.58,2,1,0,0,202942.0
7477,7478,15646190,Saunders,677.0,France,Female,0,0,119963.45,1,0,0,1,258299.0
7478,7479,15711249,Chukwuemeka,544.0,Spain,Male,22,4,,2,1,0,0,152250.0
7479,7480,15671987,Meagher,567.0,Spain,Male,35,8,153137.74,1,1,0,0,237724.0
7480,7481,15812766,Golubeva,490.0,Spain,Male,40,6,156111.08,1,0,0,0,238389.0
7481,7482,15778589,Collier,626.0,France,Male,34,7,113014.7,2,1,1,0,166824.0
7482,7483,15750104,Chan,718.0,Germany,Male,43,5,132615.73,2,1,0,0,263225.0
7483,7484,15784526,Chen,616.0,France,Male,44,5,102016.38,1,0,1,1,125348.0
7484,7485,15646563,Wright,772.0,France,Female,35,9,,1,0,1,0,210684.0
7485,7486,15744423,Cocci,561.0,France,Male,32,5,,2,1,0,0,295379.0
7486,7487,15593694,Williams,814.0,France,Male,49,8,,2,0,0,0,122126.0
7487,7488,15785367,McGuffog,,France,Female,56,4,,1,0,0,1,288681.0
7488,7489,15687765,Chukwujamuike,538.0,Germany,Female,42,4,80380.24,1,1,0,0,183036.0
7489,7490,15789014,Scott,600.0,France,Female,26,6,108909.12,1,1,0,0,216133.0
7490,7491,15703177,Bell,654.0,France,Female,35,2,90865.8,1,1,1,0,330982.0
7491,7492,15660263,Olisaemeka,622.0,France,Male,40,4,99799.76,2,1,0,0,214035.0
7492,7493,15776545,Napolitani,682.0,France,Male,28,10,200724.96,1,0,1,1,342899.0
7493,7494,15683276,Sargood,610.0,Spain,Female,37,10,140363.95,2,1,1,0,232534.0
7494,7495,15599272,Harrington,795.0,France,Female,36,1,151844.64,1,1,1,0,245224.0
7495,7496,15589541,Sutherland,557.0,France,Female,27,2,,2,0,1,0,298529.0
7496,7497,15608804,Allan,824.0,Germany,Male,49,8,133231.48,1,1,1,0,281380.0
7497,7498,15645820,Folliero,698.0,France,Male,27,7,,2,1,0,0,258952.0
7498,7499,15659031,Mordvinova,630.0,France,Female,36,8,126598.99,2,1,1,0,223444.0
7499,7500,15790113,Schofield,609.0,Germany,Female,0,6,113317.1,1,1,0,1,160899.0
7500,7501,15652289,Williams,694.0,France,Male,47,4,,2,1,0,0,163699.0
7501,7502,15605341,Baird,681.0,France,Female,0,8,93173.88,1,1,1,0,325611.0
7502,7503,15697844,Whitehouse,721.0,Spain,Female,32,10,,1,1,0,1,347826.0
7503,7504,15652048,Thompson,563.0,Germany,Male,44,7,105007.31,2,1,1,0,257542.0
7504,7505,15587038,Ogochukwu,654.0,Spain,Female,32,2,,1,1,1,1,148084.0
7505,7506,15660528,Niu,659.0,Spain,Male,27,4,,2,1,0,0,205676.0
7506,7507,15700300,Okoli,674.0,Germany,Female,44,4,131593.85,1,0,1,1,202823.0
7507,7508,15642001,Lorenzen,,Germany,Male,44,9,119530.52,1,1,0,1,218127.0
7508,7509,15580366,Okechukwu,566.0,Germany,Male,54,4,118614.6,2,1,1,0,199211.0
7509,7510,15657228,Anderson,545.0,Germany,Male,37,9,95829.13,2,0,1,0,280030.0
7510,7511,15729377,Ku,798.0,France,Male,36,1,,2,1,1,0,264318.0
